city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_dew_point_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
sj,44,-0.07906667,-6.666667e-5,0.2418571,0.2270429,10.07,300.757142857,295.995714286,298.6,15.38,75.4471428571,2.88571428571,29.1,6.5,33.9,25,2.1,39.38649905297925
sj,45,-0.07906667,-0.1572,0.1306714,0.1443857,12.01,300.407142857,295.571428571,298.6,9.11,75.0357142857,2.82857142857,28.2714285714,5.71428571429,32.2,25,36,27.4015094085386
sj,46,-0.07906667,-0.206,0.2320833,0.1026857,51.55,300.204285714,295.954285714,298.2,37.29,77.6657142857,2.38571428571,27.4,5.42857142857,30.6,22.8,121.1,25.87789460725426
sj,47,0.0291,-0.03568,0.1349833,0.1323,94.13,300.104285714,296.135714286,297.6,19.1,79.0542857143,3.17142857143,27.7285714286,6.9,32.8,23.9,97.3,30.71420246762123
sj,48,-0.0033,-0.03568,0.2258857,0.1390429,41.17,299.988571429,296.444285714,297.7,12.5,81.1328571429,2.92857142857,27.3,6.21428571429,32.8,23.3,68.7,29.856263250420845
sj,49,0.17255,0.1421,0.2154571,0.2151571,3.27,300.038571429,295.387142857,298,1.42,75.7842857143,2.64285714286,26.8571428571,6.2,30.6,23.3,20.1,26.829704400045504
sj,50,-0.0192,-0.04448,0.1941167,0.1522,0,300.025714286,295.412857143,298.5,11.5,75.99,2.15714285714,27.1285714286,5.91428571429,30.6,23.3,12,37.47597078612195
sj,51,0.3517,0.17815,0.2365571,0.2147286,1.88,299.718571429,295.38,298.3,17.9,77.1914285714,2.08571428571,26.6857142857,5.78571428571,30.6,22.2,28.4,23.863889228200147
sj,52,-0.07163333,-0.0481,0.172225,0.1085875,0,299.448571429,294.702857143,297.4,3,75.3514285714,2.65714285714,26.7142857143,6.04285714286,31.7,22.8,1.8,22.610739896366084
sj,53,-0.07163333,-0.0481,0.172225,0.1085875,0,299.448571429,294.702857143,297.4,3,75.3514285714,2.65714285714,26.7142857143,6.04285714286,31.7,22.8,1.8,12.887780808628824
sj,1,0.332,0.0412,0.2023833,0.1897,0,298.66,294.777142857,296.6,17.76,79.3242857143,2.91428571429,26.4571428571,6.58571428571,31.7,21.7,0.3,22.850080106909484
sj,2,0.0227,0.0227,0.1767714,0.1582143,6.24,298.452857143,294.4,296.5,16.97,78.6457142857,3.04285714286,25.6142857143,7.07142857143,31.7,20.6,48.6,20.886350536664864
sj,3,0.2409,0.11044,0.1177714,0.1079,0,297.837142857,295.218571429,296.3,56.9,85.5385714286,2.02857142857,25.0857142857,4.84285714286,29.4,21.7,207.7,24.010067178175902
sj,4,0.0799,0.03605,0.2159429,0.1729714,8.69,298.541428571,294.9,296.4,7.77,80.38,2.71428571429,25.7857142857,5.54285714286,30.6,22.8,20.3,24.64502448009703
sj,5,0.0375,0.0782,0.1250143,0.1347571,0,298.19,292.887142857,296.6,7.6,72.6085714286,2.02857142857,24.9714285714,6.72857142857,28.9,20,5.2,21.186170646235496
sj,6,0.478,0.2132333,0.2625286,0.2623,0,298.76,293.441428571,296.1,0.3,72.5285714286,3.71428571429,26.3142857143,7.7,31.1,21.7,0,19.74491458959887
sj,7,0.478,0.0286,0.13875,0.1762286,0,298.837142857,294.394285714,296.6,2.5,76.6557142857,3.98571428571,26.3857142857,7.52857142857,31.1,21.7,1.8,18.40399796635781
sj,8,-0.02973333,-0.06515,0.09831667,0.08487143,20.28,298.607142857,294.44,296.6,30.3,78.02,2.68571428571,26.7571428571,6.6,32.8,22.2,4.8,20.075284537732596
sj,9,0.0479,0.00168,0.1630833,0.1480167,0,299.298571429,295.811428571,297.3,15.29,81.3057142857,3.75714285714,27.5714285714,6.77142857143,33.9,22.8,20.6,20.65608631968815
sj,10,0.0479,-0.0111,0.04485714,0.02208571,0,298.218571429,294.538571429,293.8,43.5,80.4328571429,3.01428571429,25.9,5.95714285714,33.3,20,43,15.845604568763413
sj,11,-0.101,-0.1214333,0.2296429,0.1776143,0,298.168571429,294.442857143,295,26.1,80.0085714286,2.9,26.1857142857,6.51428571429,33.3,21.1,35.1,8.8703243952001
sj,12,-0.008233333,-0.0748,0.2853714,0.1961,6.92,299.937142857,295.708571429,296.8,1.8,77.8571428571,3.58571428571,28.0428571429,8.02857142857,33.3,22.2,0.3,12.104604348134115
sj,13,-0.06055,0.00845,0.3026857,0.2249429,0,299.79,294.957142857,298,0.8,74.9657142857,3.08571428571,27.5571428571,7.01428571429,31.7,23.3,0,9.554924416629655
sj,14,-0.073,-0.05613333,0.2341286,0.1856857,11.01,298.801428571,293.36,296.2,6.85,72.2,2.85714285714,26.7714285714,6.75714285714,33.9,22.2,0,6.731528173696422
sj,15,0.0197,0.0132,0.1681286,0.1347571,0,298.541428571,293.574285714,296.1,12.3,74.1542857143,2.67142857143,26.1857142857,6.57142857143,30,21.1,17.6,9.139771225572648
sj,16,0.06955,0.0132,0.1177429,0.0991,28.28,298.628571429,295.007142857,297.1,48.3,80.63,2.55714285714,26.5285714286,5.8,32.2,22.8,48.4,14.689681773240585
sj,17,-0.2154,-0.04085,0.0683,0.05615714,43.33,299.662857143,296.558571429,298.2,30.9,83.18,2.54285714286,27.8,5.25714285714,32.8,23.3,21.9,12.252849974979823
sj,18,0.00145,-0.0115,0.2146,0.2137857,13.3,300.294285714,296.421428571,298.2,24.08,79.6928571429,3.27142857143,28.5285714286,6.4,34.4,22.8,31.7,12.630597934672279
sj,19,-0.02065,0.004166667,0.1366429,0.1660143,19.1,299.50285714300003,295.551428571,297.7,14.2,79.1685714286,2.42857142857,27,5.62857142857,30.6,23.3,83.3,6.961599014668767
sj,20,0.0653,0.0993,0.1733143,0.1671429,17.51,299.791428571,296.314285714,298.6,41.5,81.3571428571,2.2,27.8714285714,5.25714285714,31.1,24.4,85.3,12.463353525735787
sj,21,0.1254,0.02483333,0.1619,0.2083571,31.56,300.344285714,296.451428571,298.4,15.6,79.4028571429,3.21428571429,28.2142857143,6.75714285714,32.8,23.9,61.5,9.73323458291192
sj,22,0.05803333,0.0776,0.08121667,0.1078571,125.84,300.362857143,297.661428571,298.2,174.8,85.3457142857,2.4,28.4285714286,5.7,32.8,25,56.2,18.016410734340734
sj,23,-0.0351,-0.022475,0.15555,0.1512714,62.16,300.938571429,297.394285714,299.2,8.1,81.3028571429,3.11428571429,28.9714285714,5.87142857143,33.3,25,17.7,14.279666689430606
sj,24,0.0371,0.072075,0.3342857,0.2732286,18.94,301.03,296.988571429,299.3,13.08,78.8642857143,2.65714285714,28.7,5.81428571429,32.2,25,27.4,14.379576684874905
sj,25,0.072175,0.05403333,0.1621,0.1322429,64.77,300.268571429,297.1,298.3,78.6,83.0014285714,2.21428571429,27.4571428571,4.92857142857,31.7,23.3,100.1,15.337908512036268
sj,26,-0.0817,-0.0171,0.1785429,0.1252143,78.93,300.312857143,297.302857143,298.7,36.12,83.6914285714,2.47142857143,27.4285714286,6.24285714286,32.2,23.3,72.2,11.8757085080696
sj,27,-0.0153,-0.005,0.2143857,0.1765571,9.91,300.871428571,297.5,299.3,27.57,82.0114285714,2.58571428571,28.8571428571,5.7,32.2,24.4,46,13.173430624241389
sj,28,0.099,0.0356,0.2079,0.2079571,28.44,301.101428571,297.604285714,298.9,24.47,81.4942857143,2.64285714286,29.1857142857,6.25714285714,33.9,23.9,7.2,17.085390840970927
sj,29,0.009833333,0.03178,0.05115714,0.07565714,93.3,300.247142857,297.28,298.8,100.9,84.0114285714,2.57142857143,27.8571428571,5.88571428571,32.2,23.3,105.1,22.540043254790813
sj,30,0.08335,0.052,0.1494714,0.1137857,95.05,300.155714286,297.328571429,298.6,40.09,84.71,2.12857142857,27.3285714286,5.22857142857,31.7,22.8,67.5,23.063308563971304
sj,31,-0.01335,-0.02223333,0.2392714,0.2311714,12.19,300.845714286,297.215714286,299.1,19.56,80.7428571429,2.8,28.8857142857,5.48571428571,31.7,25,15.2,19.47277333511886
sj,32,-0.01335,-4e-4,0.0749,0.1157333,3.1,301.214285714,297.417142857,299.3,39.9,80.0414285714,2.61428571429,29.4571428571,6,34.4,25,11.4,30.56360004306104
sj,33,-0.08675,-0.0105,0.13295,0.1404833,55.55,300.91,297.335714286,298.9,40.21,81.0628571429,3.12857142857,28.5142857143,5.7,32.2,25,67.1,19.559264246567853
sj,34,0.03126667,0.128875,0.2844714,0.2008571,23.58,301.127142857,297.421428571,298.5,34.08,80.4528571429,2.71428571429,29.2,5.78571428571,33.9,25,13.7,20.59211017846453
sj,35,0.03126667,0.08176667,0.1728857,0.1753,42.86,301.507142857,297.424285714,299.3,87.1,78.7157142857,3.34285714286,28.9428571429,5.17142857143,32.2,24.4,103.4,26.799525606233225
sj,36,0.3101,0.1785667,0.1176333,0.1335167,44.44,301.364285714,297.45,299.4,31.7,79.5028571429,2.9,29.0571428571,5.72857142857,34.4,25,32.8,34.016899787967134
sj,37,0.0029,0.020066670000000002,0.2180571,0.1339714,57.8,300.948571429,297.407142857,299.3,56.1,81.2114285714,2.31428571429,28.4142857143,5.32857142857,31.7,24.4,77.1,29.51633790306945
sj,38,0.1101,0.07806667,0.1541429,0.1087714,11.72,301.09,296.964285714,299.2,27.6,78.3628571429,3.18571428571,28.6428571429,6.5,33.3,25,71.7,35.30015721657874
sj,39,0.1101,0.08916667,0.1352143,0.1002,28.17,300.905714286,296.91,298.9,30.65,79.0171428571,2.67142857143,27.8714285714,5.42857142857,31.1,24.4,48,30.71642676707578
sj,40,0.08545,0.0887,0.1388,0.1544,90.87,300.725714286,297.104285714,299,32.52,80.7928571429,2.82857142857,28.1,5.4,32.2,25,21.8,30.353587555438693
sj,41,0.2535,0.1899333,0.1137571,0.1099286,132.05,300.831428571,297.372857143,298.9,37.9,81.6242857143,2.85714285714,28.2,6.58571428571,33.3,24.4,85.7,36.29467488582322
sj,42,0.18415,0.164325,0.3621,0.3181286,4.24,300.891428571,296.664285714,298.1,14.5,77.9928571429,3.54285714286,28.0714285714,6.12857142857,32.8,24.4,24.4,29.72468216523884
sj,43,-0.0157,-0.09115,0.3367,0.2160714,1.24,300.914285714,295.712857143,298.5,4.8,73.4828571429,3.05714285714,28.0142857143,6.37142857143,33.3,23.9,12.1,35.35130101472699
sj,44,-0.2052,0.13015,0.1387143,0.1344143,10.37,300.325714286,296.00285714300003,298.3,55.3,77.4014285714,2.64285714286,27.8857142857,6.34285714286,32.2,22.8,61.7,38.99045357617105
sj,45,0.0532,0.04565,0.1268667,0.08613333,89.65,299.848571429,296.415714286,297.8,120.7,81.5514285714,1.98571428571,27.5285714286,6.02857142857,32.2,23.3,120,31.788666697178982
sj,46,-0.18265,0.1144667,0.10925,0.08024286,42.65,298.954285714,294.737142857,296.9,34,78.03,3.12857142857,26.2857142857,5,30,22.8,48.6,31.185029946333366
sj,47,-0.212,0.0148,0.2818571,0.2147286,1.08,299.258571429,293.544285714,297.2,17.58,70.9328571429,2.17142857143,26.1571428571,5.7,29.4,22.2,27.5,22.711338429833297
sj,48,-0.0527,0.01235,0.1708857,0.175,2.12,298.882857143,293.21,296.7,19,71.0842857143,1.94285714286,25.6857142857,5.4,28.9,21.1,6,29.265015699550855
sj,49,0.4955,0.01235,0.2561,0.2230571,0,298.00285714300003,290.877142857,294.8,3.7,64.92,3.44285714286,24.6571428571,6.8,28.3,20,5.1,18.406902414084136
sj,50,-0.1851667,-0.132375,0.209,0.2016571,32.9,298.822857143,294.77,296.3,8.76,78.5142857143,3.57142857143,26.1285714286,5.94285714286,31.1,22.8,45.2,32.620196126828894
sj,51,0.0223,-0.03633333,0.1317143,0.1273571,15.16,298.09,293.75,296.1,30.8,77.07,2.7,25.2,5.48571428571,30.6,21.1,118.4,17.26928148712602
sj,52,0.065,-0.03633333,0.1623286,0.1499111,7.57,298.247142857,293.402857143,296.9,8.3,74.5685714286,1.97142857143,25.4285714286,5.08571428571,28.3,22.2,5.7,21.758800582241555
sj,1,0.00895,0.01385,0.1041143,0.07068571,9.17,296.982857143,292.712857143,295.8,27.68,77.1571428571,1.48571428571,24.1571428571,4.04285714286,27.2,20.6,23.2,17.048049689708524
sj,2,0.00895,-0.03813333,0.1226143,0.1074,7.58,297.898571429,294.548571429,296.4,5.7,81.7714285714,2.11428571429,25.0857142857,6.67142857143,31.7,21.1,24.1,21.571908141404013
